"filename", "language", "XML", "JavaScript", "HTML", "JSON", "PostCSS", "Markdown", "Shell Script", "comment", "blank", "total"
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\content\locations\barbenfall.html", "HTML", 0, 0, 10, 0, 0, 0, 0, 0, 1, 11
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\content\locations\basapo.html", "HTML", 0, 0, 26, 0, 0, 0, 0, 0, 4, 30
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\content\locations\byrgenwerft.html", "HTML", 0, 0, 16, 0, 0, 0, 0, 0, 2, 18
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\content\locations\donnermund.html", "HTML", 0, 0, 10, 0, 0, 0, 0, 0, 1, 11
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\content\locations\elissastadt.html", "HTML", 0, 0, 10, 0, 0, 0, 0, 0, 1, 11
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\content\locations\glesburg.html", "HTML", 0, 0, 10, 0, 0, 0, 0, 0, 1, 11
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\content\locations\kalthar.html", "HTML", 0, 0, 10, 0, 0, 0, 0, 0, 1, 11
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\content\locations\makir.html", "HTML", 0, 0, 10, 0, 0, 0, 0, 0, 1, 11
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\content\locations\neudalen.html", "HTML", 0, 0, 10, 0, 0, 0, 0, 0, 1, 11
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\content\locations\nordmund.html", "HTML", 0, 0, 10, 0, 0, 0, 0, 0, 1, 11
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\content\locations\olecea.html", "HTML", 0, 0, 10, 0, 0, 0, 0, 0, 1, 11
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\content\locations\rena.html", "HTML", 0, 0, 22, 0, 0, 0, 0, 0, 3, 25
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\content\locations\valaris.html", "HTML", 0, 0, 33, 0, 0, 0, 0, 0, 4, 37
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\content\locations\wesdalen.html", "HTML", 0, 0, 10, 0, 0, 0, 0, 0, 1, 11
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\content\locations\yosefka_akademie.html", "HTML", 0, 0, 13, 0, 0, 0, 0, 0, 2, 15
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\css\README.md", "Markdown", 0, 0, 0, 0, 0, 121, 0, 0, 30, 151
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\css\animations\effects.css", "PostCSS", 0, 0, 0, 0, 80, 0, 0, 4, 9, 93
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\css\base\reset.css", "PostCSS", 0, 0, 0, 0, 17, 0, 0, 1, 4, 22
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\css\base\typography.css", "PostCSS", 0, 0, 0, 0, 35, 0, 0, 3, 9, 47
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\css\base\variables.css", "PostCSS", 0, 0, 0, 0, 22, 0, 0, 1, 3, 26
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\css\components\characters\character-panel.css", "PostCSS", 0, 0, 0, 0, 557, 0, 0, 37, 100, 694
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\css\components\characters\character-paths.css", "PostCSS", 0, 0, 0, 0, 187, 0, 0, 6, 38, 231
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\css\components\characters\character-system.css", "PostCSS", 0, 0, 0, 0, 379, 0, 0, 24, 62, 465
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\css\components\features\gallery.css", "PostCSS", 0, 0, 0, 0, 165, 0, 0, 0, 26, 191
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\css\components\features\search.css", "PostCSS", 0, 0, 0, 0, 242, 0, 0, 7, 34, 283
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\css\components\map\coordinates.css", "PostCSS", 0, 0, 0, 0, 61, 0, 0, 3, 11, 75
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\css\components\map\map-core.css", "PostCSS", 0, 0, 0, 0, 31, 0, 0, 3, 7, 41
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\css\components\movement\movement-markers.css", "PostCSS", 0, 0, 0, 0, 166, 0, 0, 21, 31, 218
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\css\components\ui\badges.css", "PostCSS", 0, 0, 0, 0, 104, 0, 0, 8, 23, 135
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\css\components\ui\controls.css", "PostCSS", 0, 0, 0, 0, 318, 0, 0, 31, 55, 404
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\css\components\ui\modals.css", "PostCSS", 0, 0, 0, 0, 301, 0, 0, 8, 50, 359
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\css\components\ui\popups.css", "PostCSS", 0, 0, 0, 0, 397, 0, 0, 12, 76, 485
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\css\layout\grid.css", "PostCSS", 0, 0, 0, 0, 72, 0, 0, 2, 12, 86
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\css\layout\responsive.css", "PostCSS", 0, 0, 0, 0, 106, 0, 0, 6, 26, 138
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\css\styles.css", "PostCSS", 0, 0, 0, 0, 20, 0, 0, 7, 6, 33
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\css\themes\dark.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 4, 3, 7
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\css\themes\light.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 4, 3, 7
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\data\characters.json", "JSON", 0, 0, 0, 1882, 0, 0, 0, 0, 0, 1882
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\data\media-library.json", "JSON", 0, 0, 0, 120, 0, 0, 0, 0, 1, 121
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\data\places.geojson", "JSON", 0, 0, 0, 1048, 0, 0, 0, 0, 0, 1048
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\data\reviews.json", "JSON", 0, 0, 0, 5232, 0, 0, 0, 0, 0, 5232
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\icons\character.svg", "XML", 5, 0, 0, 0, 0, 0, 0, 0, 0, 5
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\icons\character_ally.svg", "XML", 6, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\icons\character_enemy.svg", "XML", 6, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\icons\character_neutral.svg", "XML", 8, 0, 0, 0, 0, 0, 0, 0, 0, 8
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\icons\dot_orange.svg", "XML", 10, 0, 0, 0, 0, 0, 0, 1, 8, 19
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\icons\dot_orange_dark.svg", "XML", 10, 0, 0, 0, 0, 0, 0, 1, 9, 20
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\public\service-worker.js", "JavaScript", 0, 259, 0, 0, 0, 0, 0, 40, 57, 356
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\README.md", "Markdown", 0, 0, 0, 0, 0, 356, 0, 0, 112, 468
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\admin-interface\css\admin-overrides.css", "PostCSS", 0, 0, 0, 0, 69, 0, 0, 13, 17, 99
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\admin-interface\css\core\base.css", "PostCSS", 0, 0, 0, 0, 184, 0, 0, 18, 42, 244
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\admin-interface\css\core\card-grid.css", "PostCSS", 0, 0, 0, 0, 519, 0, 0, 28, 48, 595
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\admin-interface\css\core\components.css", "PostCSS", 0, 0, 0, 0, 271, 0, 0, 16, 51, 338
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\admin-interface\css\core\forms.css", "PostCSS", 0, 0, 0, 0, 253, 0, 0, 21, 42, 316
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\admin-interface\css\core\image-popup.css", "PostCSS", 0, 0, 0, 0, 66, 0, 0, 6, 9, 81
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\admin-interface\css\core\layout.css", "PostCSS", 0, 0, 0, 0, 283, 0, 0, 23, 58, 364
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\admin-interface\css\core\modals.css", "PostCSS", 0, 0, 0, 0, 255, 0, 0, 18, 40, 313
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\admin-interface\css\core\overrides.css", "PostCSS", 0, 0, 0, 0, 69, 0, 0, 14, 17, 100
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\admin-interface\css\core\responsive.css", "PostCSS", 0, 0, 0, 0, 301, 0, 0, 32, 64, 397
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\admin-interface\css\core\variables.css", "PostCSS", 0, 0, 0, 0, 95, 0, 0, 15, 12, 122
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\admin-interface\css\modules\activity\activity.css", "PostCSS", 0, 0, 0, 0, 264, 0, 0, 12, 62, 338
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\admin-interface\css\modules\changelog\changelog.css", "PostCSS", 0, 0, 0, 0, 299, 0, 0, 42, 58, 399
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\admin-interface\css\modules\characters\movement.css", "PostCSS", 0, 0, 0, 0, 538, 0, 0, 20, 96, 654
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\admin-interface\css\modules\journeys\journey.css", "PostCSS", 0, 0, 0, 0, 498, 0, 0, 28, 83, 609
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\admin-interface\css\modules\journeys\summary.css", "PostCSS", 0, 0, 0, 0, 89, 0, 0, 6, 16, 111
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\admin-interface\css\modules\timeline\timeline.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\admin-interface\index.html", "HTML", 0, 0, 469, 0, 0, 0, 0, 62, 69, 600
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\admin-interface\js\core\auth.js", "JavaScript", 0, 213, 0, 0, 0, 0, 0, 20, 39, 272
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\admin-interface\js\core\config.js", "JavaScript", 0, 110, 0, 0, 0, 0, 0, 20, 19, 149
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\admin-interface\js\core\core.js", "JavaScript", 0, 250, 0, 0, 0, 0, 0, 24, 48, 322
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\admin-interface\js\core\form-init.js", "JavaScript", 0, 241, 0, 0, 0, 0, 0, 35, 48, 324
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\admin-interface\js\core\theme.js", "JavaScript", 0, 181, 0, 0, 0, 0, 0, 21, 37, 239
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\admin-interface\js\core\ui.js", "JavaScript", 0, 350, 0, 0, 0, 0, 0, 47, 66, 463
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\admin-interface\js\libs\leaflet.curve.min.js", "JavaScript", 0, 115, 0, 0, 0, 0, 0, 10, 25, 150
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\admin-interface\js\modules\activity\index.js", "JavaScript", 0, 353, 0, 0, 0, 0, 0, 26, 50, 429
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\admin-interface\js\modules\changelog\index.js", "JavaScript", 0, 552, 0, 0, 0, 0, 0, 17, 50, 619
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\admin-interface\js\modules\changelog\operations.js", "JavaScript", 0, 272, 0, 0, 0, 0, 0, 7, 53, 332
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\admin-interface\js\modules\characters\index.js", "JavaScript", 0, 340, 0, 0, 0, 0, 0, 32, 87, 459
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\admin-interface\js\modules\characters\map-integration.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\admin-interface\js\modules\characters\movements.js", "JavaScript", 0, 429, 0, 0, 0, 0, 0, 31, 70, 530
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\admin-interface\js\modules\characters\operations.js", "JavaScript", 0, 202, 0, 0, 0, 0, 0, 15, 52, 269
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\admin-interface\js\modules\characters\ui-fix.js", "JavaScript", 0, 29, 0, 0, 0, 0, 0, 6, 4, 39
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\admin-interface\js\modules\characters\ui.js", "JavaScript", 0, 352, 0, 0, 0, 0, 0, 39, 71, 462
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\admin-interface\js\modules\dynamics\index.js", "JavaScript", 0, 321, 0, 0, 0, 0, 0, 17, 70, 408
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\admin-interface\js\modules\journeys\index.js", "JavaScript", 0, 416, 0, 0, 0, 0, 0, 7, 30, 453
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\admin-interface\js\modules\journeys\map.js", "JavaScript", 0, 445, 0, 0, 0, 0, 0, 23, 55, 523
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\admin-interface\js\modules\journeys\operations.js", "JavaScript", 0, 312, 0, 0, 0, 0, 0, 16, 84, 412
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\admin-interface\js\modules\journeys\segments.js", "JavaScript", 0, 363, 0, 0, 0, 0, 0, 2, 7, 372
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\admin-interface\js\modules\locations\index.js", "JavaScript", 0, 224, 0, 0, 0, 0, 0, 33, 64, 321
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\admin-interface\js\modules\locations\operations.js", "JavaScript", 0, 224, 0, 0, 0, 0, 0, 18, 56, 298
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\admin-interface\js\modules\locations\ui.js", "JavaScript", 0, 321, 0, 0, 0, 0, 0, 16, 49, 386
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\admin-interface\js\modules\temporal\index.js", "JavaScript", 0, 321, 0, 0, 0, 0, 0, 17, 70, 408
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\admin-interface\js\modules\timeline\init.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\admin-interface\js\modules\timeline\timeline.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\deploy-from-github.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 10, 2, 1, 13
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\docs\API.md", "Markdown", 0, 0, 0, 0, 0, 180, 0, 0, 29, 209
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\docs\DEPLOYMENT.md", "Markdown", 0, 0, 0, 0, 0, 221, 0, 0, 66, 287
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\middleware\auth.js", "JavaScript", 0, 27, 0, 0, 0, 0, 0, 7, 5, 39
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\package.json", "JSON", 0, 0, 0, 29, 0, 0, 0, 0, 1, 30
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\routes\activity.js", "JavaScript", 0, 148, 0, 0, 0, 0, 0, 21, 29, 198
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\routes\auth.js", "JavaScript", 0, 57, 0, 0, 0, 0, 0, 5, 12, 74
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\routes\changelog.js", "JavaScript", 0, 383, 0, 0, 0, 0, 0, 47, 67, 497
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\routes\character-paths.js", "JavaScript", 0, 229, 0, 0, 0, 0, 0, 25, 43, 297
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\routes\characters.js", "JavaScript", 0, 1061, 0, 0, 0, 0, 0, 125, 203, 1389
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\routes\config.js", "JavaScript", 0, 107, 0, 0, 0, 0, 0, 4, 8, 119
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\routes\dynamics.js", "JavaScript", 0, 389, 0, 0, 0, 0, 0, 15, 45, 449
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\routes\journey.js", "JavaScript", 0, 255, 0, 0, 0, 0, 0, 16, 47, 318
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\routes\locations.js", "JavaScript", 0, 341, 0, 0, 0, 0, 0, 54, 67, 462
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\routes\temporal-features.js", "JavaScript", 0, 389, 0, 0, 0, 0, 0, 15, 45, 449
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\scripts\config.js", "JavaScript", 0, 98, 0, 0, 0, 0, 0, 14, 17, 129
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\scripts\journey.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 2, 2, 4
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\scripts\sync-config-to-github.js", "JavaScript", 0, 30, 0, 0, 0, 0, 0, 7, 11, 48
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\scripts\sync-config.js", "JavaScript", 0, 25, 0, 0, 0, 0, 0, 5, 10, 40
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\scripts\sync-to-main-site.js", "JavaScript", 0, 32, 0, 0, 0, 0, 0, 6, 11, 49
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\server.js", "JavaScript", 0, 106, 0, 0, 0, 0, 0, 16, 20, 142
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\server\sync-to-github.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 86, 21, 28, 135
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\src\core\config.js", "JavaScript", 0, 98, 0, 0, 0, 0, 0, 28, 17, 143
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\src\core\main.js", "JavaScript", 0, 542, 0, 0, 0, 0, 0, 84, 115, 741
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\src\core\map-core.js", "JavaScript", 0, 289, 0, 0, 0, 0, 0, 47, 68, 404
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\src\systems\character-system.js", "JavaScript", 0, 554, 0, 0, 0, 0, 0, 83, 100, 737
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\src\systems\location-system.js", "JavaScript", 0, 855, 0, 0, 0, 0, 0, 79, 119, 1053
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\src\systems\movement-system.js", "JavaScript", 0, 314, 0, 0, 0, 0, 0, 56, 77, 447
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\src\systems\search-system.js", "JavaScript", 0, 363, 0, 0, 0, 0, 0, 33, 70, 466
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\src\ui\components\character-panel.js", "JavaScript", 0, 448, 0, 0, 0, 0, 0, 45, 90, 583
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\src\ui\components\coordinate-copy.js", "JavaScript", 0, 177, 0, 0, 0, 0, 0, 27, 37, 241
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\src\ui\components\map-controls.js", "JavaScript", 0, 150, 0, 0, 0, 0, 0, 27, 40, 217
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\src\ui\components\movement-markers.js", "JavaScript", 0, 470, 0, 0, 0, 0, 0, 82, 98, 650
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\src\ui\components\movement-timeline-optimized.js", "JavaScript", 0, 322, 0, 0, 0, 0, 0, 21, 55, 398
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\src\ui\components\movement-timeline.js", "JavaScript", 0, 1347, 0, 0, 0, 0, 0, 91, 168, 1606
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\src\ui\gallery.js", "JavaScript", 0, 90, 0, 0, 0, 0, 0, 8, 23, 121
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\src\utils\advanced-loader.js", "JavaScript", 0, 318, 0, 0, 0, 0, 0, 43, 66, 427
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\src\utils\bundle-analyzer.js", "JavaScript", 0, 363, 0, 0, 0, 0, 0, 76, 82, 521
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\src\utils\char-path-api.js", "JavaScript", 0, 200, 0, 0, 0, 0, 0, 20, 49, 269
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\src\utils\coordinate-utils.js", "JavaScript", 0, 142, 0, 0, 0, 0, 0, 18, 34, 194
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\src\utils\data-config.js", "JavaScript", 0, 87, 0, 0, 0, 0, 0, 24, 23, 134
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\src\utils\data-manager.js", "JavaScript", 0, 333, 0, 0, 0, 0, 0, 45, 84, 462
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\src\utils\data-utils.js", "JavaScript", 0, 98, 0, 0, 0, 0, 0, 8, 17, 123
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\src\utils\event-utils.js", "JavaScript", 0, 109, 0, 0, 0, 0, 0, 9, 18, 136
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\src\utils\github-version.js", "JavaScript", 0, 102, 0, 0, 0, 0, 0, 14, 22, 138
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\src\utils\http-utils.js", "JavaScript", 0, 150, 0, 0, 0, 0, 0, 53, 33, 236
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\src\utils\icons.js", "JavaScript", 0, 84, 0, 0, 0, 0, 0, 43, 34, 161
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\src\utils\image-hover-preview.js", "JavaScript", 0, 273, 0, 0, 0, 0, 0, 37, 56, 366
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\src\utils\journey.js", "JavaScript", 0, 248, 0, 0, 0, 0, 0, 33, 56, 337
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\src\utils\logger.js", "JavaScript", 0, 67, 0, 0, 0, 0, 0, 2, 23, 92
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\src\utils\map-utils.js", "JavaScript", 0, 48, 0, 0, 0, 0, 0, 2, 9, 59
"c:\Users\piogi\OneDrive\Coding\Git\Adenai-Map\src\utils\memory-utils.js", "JavaScript", 0, 227, 0, 0, 0, 0, 0, 32, 55, 314
